experiment,instance_id,cost,summary_cost,has_summary,summary_count,turn_count,mean_reasoning_tokens,mean_completion_tokens,mean_prompt_tokens,outcome,strategy,scaffold
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15525,2.4798,0.0901,True,10,249,11,425,24372,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,matplotlib__matplotlib-23412,1.4482,0.0502,True,6,148,4,272,26071,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sphinx-doc__sphinx-9281,0.1329,0.0,False,0,23,12,250,15085,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,matplotlib__matplotlib-24870,0.4795,0.0,False,0,26,15,238,49374,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11206,0.9762,0.0268,True,5,138,3,242,18230,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15128,0.8315,0.0194,True,4,118,8,167,18814,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15280,3.2589,0.1321,True,10,250,3,434,33326,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pydata__xarray-6992,0.0789,0.0,False,0,16,30,202,12473,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-7530,1.063,0.0352,True,4,113,23,360,23427,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-14771,0.5065,0.0074,True,1,42,20,206,32604,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-12125,0.2878,0.0,False,0,29,59,303,29756,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-16899,0.9566,0.0279,True,4,110,3,226,23086,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11749,1.5523,0.051,True,7,174,8,355,22552,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-12304,0.1689,0.0,False,0,25,17,210,19437,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15732,1.7364,0.0952,True,12,247,2,308,17534,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15973,1.0202,0.0355,True,4,106,15,246,25022,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-16256,0.2255,0.0,False,0,28,57,295,21775,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-12273,1.3859,0.0442,True,6,158,2,345,21871,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,matplotlib__matplotlib-26208,3.1797,0.1126,True,10,249,4,366,32401,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,psf__requests-2931,0.9932,0.0244,True,3,87,2,266,29440,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pydata__xarray-6938,0.2675,0.0,False,0,26,19,231,27695,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15127,0.889,0.0209,True,3,94,14,283,24177,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-21612,1.8717,0.0796,True,10,249,89,363,17995,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-13964,2.2319,0.0936,True,10,246,3,336,23434,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pytest-dev__pytest-5787,0.089,0.0,False,0,13,24,236,17343,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-12481,0.9894,0.0262,True,3,79,6,529,30839,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-16877,0.3797,0.0069,True,1,40,37,198,25173,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-12050,0.8186,0.023,True,3,79,6,254,27274,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,matplotlib__matplotlib-25775,0.5249,0.0114,True,2,62,9,155,24097,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-13449,2.045,0.071,True,10,246,3,275,21326,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15375,3.7805,0.0967,True,10,250,3,505,38017,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-14711,0.1102,0.0,False,0,16,108,218,18630,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,astropy__astropy-7336,0.1623,0.0,False,0,17,0,216,25728,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15930,3.0207,0.118,True,10,250,0,313,32135,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,astropy__astropy-13398,3.2697,0.1157,True,10,249,1,413,33223,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,scikit-learn__scikit-learn-26194,0.9717,0.0249,True,3,91,8,339,26952,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11087,0.2519,0.0,False,0,24,39,348,32083,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-24562,0.3553,0.0,False,0,25,29,453,38450,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15098,3.5828,0.1055,True,10,244,5,491,37159,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11066,2.3216,0.0999,True,10,250,2,401,22647,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15499,2.5187,0.0726,True,10,250,2,370,25169,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15268,0.9406,0.0257,True,3,82,14,315,29346,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15467,1.4948,0.0554,True,7,172,6,289,21927,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pydata__xarray-2905,0.1011,0.0,False,0,14,41,297,19205,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sphinx-doc__sphinx-8459,2.8169,0.0977,True,10,250,8,316,28677,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,matplotlib__matplotlib-26342,0.834,0.0161,True,3,92,4,138,25062,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-12155,0.0674,0.0,False,0,15,49,194,13358,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pytest-dev__pytest-5262,1.343,0.0415,True,4,118,21,400,28394,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-16569,0.6618,0.0115,True,2,64,12,157,27080,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-14752,1.7408,0.0558,True,7,183,3,315,24795,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-19954,1.6948,0.0446,True,4,101,7,618,41800,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-13647,0.684,0.013,True,1,47,6,453,37768,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,scikit-learn__scikit-learn-25232,1.1961,0.0377,True,5,120,5,293,26510,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-18698,0.1976,0.0,False,0,19,913,1199,21813,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,matplotlib__matplotlib-24570,0.5616,0.0092,True,1,34,536,917,40260,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sphinx-doc__sphinx-8721,3.8631,0.1056,True,10,250,3,448,39076,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11734,0.6859,0.0121,True,1,45,7,481,38695,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,matplotlib__matplotlib-20676,0.8471,0.0235,True,3,91,5,284,24307,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pytest-dev__pytest-5809,0.5102,0.0087,True,1,51,9,452,24492,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sphinx-doc__sphinx-7748,2.5763,0.1066,True,10,249,2,297,26254,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-17087,2.9657,0.1141,True,10,248,3,383,30469,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pytest-dev__pytest-10051,2.3914,0.0801,True,8,204,2,379,29379,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pydata__xarray-4356,0.2366,0.0068,True,1,31,10,186,21039,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pydata__xarray-3993,0.2604,0.0,False,0,28,23,215,24538,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-13028,1.2195,0.0456,True,6,144,25,315,22015,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sphinx-doc__sphinx-8621,2.2158,0.042,True,4,104,7,840,54054,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-13741,0.2354,0.0,False,0,20,44,180,34685,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-14170,3.6109,0.1033,True,10,249,5,554,36119,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,scikit-learn__scikit-learn-11578,0.1245,0.0,False,0,12,71,394,27769,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-13810,0.1813,0.0,False,0,23,37,385,20639,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11265,0.4829,0.0086,True,1,36,19,193,36106,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-14580,2.0805,0.11,True,11,249,2,289,20880,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-13128,0.8808,0.0249,True,3,86,54,397,26484,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11951,0.7657,0.0281,True,3,81,5,325,24052,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pytest-dev__pytest-5631,0.1147,0.0,False,0,16,3,257,18165,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pytest-dev__pytest-7521,1.0783,0.0352,True,4,110,5,335,24638,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sphinx-doc__sphinx-9320,2.4312,0.0798,True,10,249,6,330,24458,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15695,2.858,0.0942,True,10,250,7,374,28836,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,matplotlib__matplotlib-14623,0.9091,0.0181,True,2,69,7,376,33668,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11490,2.0574,0.0948,True,13,249,6,369,20445,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sphinx-doc__sphinx-8551,1.4109,0.0361,True,4,103,46,338,36164,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pytest-dev__pytest-7490,2.158,0.0598,True,6,162,3,406,34314,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,astropy__astropy-7166,0.1003,0.0,False,0,16,14,168,17244,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,astropy__astropy-14539,0.5489,0.0142,True,2,57,4,277,24717,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pydata__xarray-3151,1.2171,0.0227,True,2,65,34,586,49606,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-16032,2.2178,0.0702,True,10,243,1,283,23090,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,scikit-learn__scikit-learn-10297,0.3836,0.0079,True,1,38,26,176,27996,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-13670,0.2595,0.0,False,0,27,50,188,27218,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,astropy__astropy-14508,0.8524,0.0117,True,1,52,10,516,42504,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11551,1.4756,0.0538,True,6,148,4,339,25635,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-13925,1.7322,0.0679,True,9,218,3,255,20526,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-16661,0.292,0.0,False,0,22,27,453,34182,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,astropy__astropy-14096,0.1012,0.0,False,0,18,182,371,14301,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15563,2.3447,0.0744,True,8,163,4,1206,31918,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15629,0.9677,0.0335,True,5,127,16,153,19878,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-24539,0.2033,0.0,False,0,23,74,346,22601,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-13615,0.9126,0.0181,True,2,72,3,459,32108,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-16597,1.9202,0.1005,True,13,250,3,259,19513,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11433,2.4858,0.0838,True,7,178,3,361,37060,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-16527,1.0699,0.0254,True,3,94,15,261,29244,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,astropy__astropy-13033,0.01,0.0,False,0,4,102,142,7177,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,mwaskom__seaborn-3187,1.0763,0.0301,True,4,117,4,231,23507,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-13852,0.3927,0.0088,True,1,42,45,212,24694,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-13480,0.188,0.0,False,0,19,23,148,27699,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-13212,1.6149,0.0618,True,10,236,3,201,17737,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sphinx-doc__sphinx-7590,2.9479,0.0975,True,10,241,4,415,31466,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11728,0.5671,0.014,True,2,69,15,166,23466,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11333,0.4454,0.009,True,1,40,29,361,28854,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-18199,0.2832,0.0,False,0,27,15,151,28134,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pydata__xarray-6461,2.8579,0.1146,True,10,236,7,418,30341,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11179,0.8624,0.0173,True,2,71,1,255,32279,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pydata__xarray-4094,0.3271,0.0084,True,1,37,10,301,22175,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-15809,0.6345,0.0095,True,1,43,14,123,42161,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pylint-dev__pylint-6386,2.8737,0.1117,True,10,249,2,337,29328,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-14011,1.6557,0.0867,True,12,241,5,284,17273,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-14608,2.3575,0.0922,True,10,250,5,306,23785,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sphinx-doc__sphinx-9658,0.5148,0.0093,True,1,48,107,550,25860,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-17630,0.2882,0.0,False,0,19,131,407,40237,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-16901,2.0543,0.1147,True,14,250,4,565,19043,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-13974,0.0942,0.0,False,0,15,109,339,15860,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11477,2.2042,0.0902,True,10,243,9,255,23091,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,scikit-learn__scikit-learn-10908,1.9665,0.0592,True,6,158,0,433,31112,0,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-22914,0.0652,0.0,False,0,10,102,204,18742,1,LLM-Summary,openhands
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pytest-dev__pytest-7324,1.7472,0.0531,True,5,127,2,459,34388,1,LLM-Summary,openhands
